pl_hostname,pl_name,pl_disc,pl_kepflag,pl_locale,pl_discmethod,pl_facility,pl_pnum,pl_orbper,st_dist,st_age,pl_masse,pl_rade,pl_bmassj,pl_radj,pl_dens,st_mass,st_rad,st_dens
HD 4313,HD 4313 b,2009,0,Ground,Radial Velocity,W. M. Keck Observatory,1,356.21,136.82,,,,1.927,,,1.63,5.14,
HD 43197,HD 43197 b,2010,0,Ground,Radial Velocity,La Silla Observatory,1,327.8,56.3,,,,0.6,,,0.96,1,
HD 43691,HD 43691 b,2007,0,Ground,Radial Velocity,Haute-Provence Observatory,1,36.9987,85.81,2.39,,,2.55,,,1.32,1.6,
HD 44219,HD 44219 b,2010,0,Ground,Radial Velocity,La Silla Observatory,1,472.3,50.4,,,,0.58,,,1,1.32,
HD 45184,HD 45184 b,2019,0,Ground,Radial Velocity,La Silla Observatory,2,5.8854,21.88,,,,0.0384,,,1.03,,
HD 45184,HD 45184 c,2019,0,Ground,Radial Velocity,La Silla Observatory,2,13.1354,21.88,,,,0.0277,,,1.03,,
HD 45350,HD 45350 b,2004,0,Ground,Radial Velocity,W. M. Keck Observatory,1,963.6,46.94,8,,,1.79,,,1.02,,
HD 45364,HD 45364 b,2008,0,Ground,Radial Velocity,La Silla Observatory,2,226.93,34.39,,,,0.1872,,,0.82,,
HD 45364,HD 45364 c,2008,0,Ground,Radial Velocity,La Silla Observatory,2,342.85,34.39,,,,0.6579,,,0.82,,
HD 45652,HD 45652 b,2008,0,Ground,Radial Velocity,Haute-Provence Observatory,1,44.073,34.89,8.4,,,0.433,,,0.92,0.94,
HD 46375,HD 46375 b,2000,0,Ground,Radial Velocity,W. M. Keck Observatory,1,3.023573,29.58,,,,0.226,,,0.92,,
HD 47186,HD 47186 b,2008,0,Ground,Radial Velocity,La Silla Observatory,2,4.0845,37.5,,,,0.07,,,0.96,1.08,
HD 47186,HD 47186 c,2008,0,Ground,Radial Velocity,La Silla Observatory,2,1353.6,37.5,,,,0.35061,,,0.96,1.08,
HD 4732,HD 4732 b,2012,0,Ground,Radial Velocity,Multiple Observatories,2,360.2,54.87,,,,2.37,,,1.74,5.4,
HD 4732,HD 4732 c,2012,0,Ground,Radial Velocity,Multiple Observatories,2,2732,54.87,,,,2.37,,,1.74,5.4,
HD 47366,HD 47366 b,2016,0,Ground,Radial Velocity,Okayama Astrophysical Observatory,2,363.3,80,1.61,,,1.75,,,1.81,7.3,
HD 47366,HD 47366 c,2016,0,Ground,Radial Velocity,Okayama Astrophysical Observatory,2,684.7,80,1.61,,,1.86,,,1.81,7.3,
HD 47536,HD 47536 b,2002,0,Ground,Radial Velocity,La Silla Observatory,1,712.13,122.95,10.15,,,7.32,,,0.91,22.39,
HD 48265,HD 48265 b,2008,0,Ground,Radial Velocity,Las Campanas Observatory,1,780.3,85.4,5,,,1.47,,,1.28,2.05,
HD 4917,HD 4917 b,2018,0,Ground,Radial Velocity,W. M. Keck Observatory,1,400.5,205.45,,,,1.615,,,1.32,5.01,
HD 49674,HD 49674 b,2002,0,Ground,Radial Velocity,W. M. Keck Observatory,1,4.94737,43.09,,,,0.1,,,1.03,1.02,
HD 50499,HD 50499 b,2005,0,Ground,Radial Velocity,W. M. Keck Observatory,2,2483.7,46.35,2.4,,,1.45,,,1.31,1.42,
HD 50499,HD 50499 c,2019,0,Ground,Radial Velocity,La Silla Observatory,2,8619.9,46.35,2.4,,,2.93,,,1.31,1.42,
HD 50554,HD 50554 b,2002,0,Ground,Radial Velocity,Lick Observatory,1,1293,31.19,2.16,,,4.954,,,1.04,1.02,
HD 51608,HD 51608 b,2019,0,Ground,Radial Velocity,La Silla Observatory,2,14.0726,34.83,,,,0.0402,,,0.8,,
HD 51608,HD 51608 c,2019,0,Ground,Radial Velocity,La Silla Observatory,2,95.9446,34.83,,,,0.045,,,0.8,,
HD 52265,HD 52265 b,2000,0,Ground,Radial Velocity,W. M. Keck Observatory,1,119.27,30.01,,,,1.21,,,1.2,,
HD 5319,HD 5319 b,2007,0,Ground,Radial Velocity,W. M. Keck Observatory,2,637.1,114,,,,1.556,,,1.27,4.06,
HD 5319,HD 5319 c,2014,0,Ground,Radial Velocity,W. M. Keck Observatory,2,872.2,114,,,,1.053,,,1.27,4.06,
HD 55696,HD 55696 b,2018,0,Ground,Radial Velocity,W. M. Keck Observatory,1,1827,78.15,2.64,,,3.87,,,1.29,1.52,
HD 5583,HD 5583 b,2016,0,Ground,Radial Velocity,Roque de los Muchachos Observatory,1,139.35,221,7.41,,,5.78,,,1.01,9.09,
HD 5608,HD 5608 b,2012,0,Ground,Radial Velocity,Okayama Astrophysical Observatory,1,779.9,58.21,,,,1.681,,,1.53,5.14,
HD 564,HD 564 b,2014,0,Ground,Radial Velocity,La Silla Observatory,1,492.3,53.6,5.5,,,0.33,,,0.96,1.01,
HD 5891,HD 5891 b,2011,0,Ground,Radial Velocity,W. M. Keck Observatory,1,177.11,285.75,,,,7.63,,,1.93,10.64,
HD 59686 A,HD 59686 A b,2016,0,Ground,Radial Velocity,Lick Observatory,1,299.36,96.8,1.73,,,6.92,,,1.9,13.2,
HD 60532,HD 60532 b,2008,0,Ground,Radial Velocity,La Silla Observatory,2,201.9,25.3,2.8,,,1.06,,,1.5,2.57,
HD 60532,HD 60532 c,2008,0,Ground,Radial Velocity,La Silla Observatory,2,600.1,25.3,2.8,,,2.51,,,1.5,2.57,
HD 62509,HD 62509 b,2006,0,Ground,Radial Velocity,Multiple Observatories,1,589.64,10.34,0.98,,,2.3,,,2.1,8.31,
HD 63454,HD 63454 b,2005,0,Ground,Radial Velocity,La Silla Observatory,1,2.81805,37.73,,,,0.25,,,0.42,0.77,
HD 63765,HD 63765 b,2009,0,Ground,Radial Velocity,La Silla Observatory,1,358,32.57,,,,0.53,,,0.65,0.83,
HD 64114,HD 64114 b,2019,0,Ground,Radial Velocity,Las Campanas Observatory,1,45.791,31.55,,,,0.056,,,0.95,,
HD 6434,HD 6434 b,2003,0,Ground,Radial Velocity,La Silla Observatory,1,21.998,42.41,,,,0.49,,,1.1,1.12,
HD 65216,HD 65216 b,2003,0,Ground,Radial Velocity,La Silla Observatory,2,577.6,35.16,,,,1.295,,,0.87,,
HD 65216,HD 65216 c,2013,0,Ground,Radial Velocity,La Silla Observatory,2,5370,35.16,,,,2.03,,,0.87,,
HD 66141,HD 66141 b,2012,0,Ground,Radial Velocity,Bohyunsan Optical Astronomical Observatory,1,480.5,68.16,6.84,,,6,,,1.1,21.4,
HD 66428,HD 66428 b,2005,0,Ground,Radial Velocity,W. M. Keck Observatory,1,1973,53.36,,,,2.64,,,1,1.13,
HD 67087,HD 67087 b,2015,0,Ground,Radial Velocity,Multiple Observatories,2,352.2,76.69,1.45,,,3.06,,,1.36,1.55,
HD 67087,HD 67087 c,2015,0,Ground,Radial Velocity,Multiple Observatories,2,2374,76.69,1.45,,,4.85,,,1.36,1.55,
HD 6718,HD 6718 b,2009,0,Ground,Radial Velocity,La Silla Observatory,1,2496,54.9,,,,1.68,,,1.08,0.95,
HD 68402,HD 68402 b,2016,0,Ground,Radial Velocity,Multiple Observatories,1,1103,78,2,,,3.07,,,1.12,1.02,
HD 68988,HD 68988 b,2001,0,Ground,Radial Velocity,Multiple Observatories,1,6.27711,60.95,,,,1.97,,,1.28,1.19,
HD 69830,HD 69830 b,2006,0,Ground,Radial Velocity,La Silla Observatory,3,8.667,12.56,7,,,0.0321,,,0.86,,
HD 69830,HD 69830 c,2006,0,Ground,Radial Velocity,La Silla Observatory,3,31.56,12.56,7,,,0.0371,,,0.86,,
HD 69830,HD 69830 d,2006,0,Ground,Radial Velocity,La Silla Observatory,3,197,12.56,7,,,0.057,,,0.86,,
HD 70573,HD 70573 b,2007,0,Ground,Radial Velocity,La Silla Observatory,1,851.8,45.7,0.102,,,6.1,,,1,,
HD 70642,HD 70642 b,2003,0,Ground,Radial Velocity,Anglo-Australian Telescope,1,2068,29.3,,,,1.85,,,0.96,1.02,
HD 7199,HD 7199 b,2011,0,Ground,Radial Velocity,La Silla Observatory,1,615,36.19,,,,0.27,,,0.77,0.97,
HD 72490,HD 72490 b,2018,0,Ground,Radial Velocity,W. M. Keck Observatory,1,858,126.79,,,,1.768,,,1.21,4.96,
HD 72659,HD 72659 b,2002,0,Ground,Radial Velocity,W. M. Keck Observatory,1,3658,51.4,,,,3.85,,,1.43,1.46,
HD 72892,HD 72892 b,2016,0,Ground,Radial Velocity,Multiple Observatories,1,39.475,72.78,8,,,5.45,,,1.02,1.22,
HD 73267,HD 73267 b,2008,0,Ground,Radial Velocity,La Silla Observatory,1,1260,54.91,7.4,,,3.06,,,0.89,1.04,
HD 73526,HD 73526 b,2002,0,Ground,Radial Velocity,Anglo-Australian Telescope,2,188.3,97.51,,,,3.08,,,1.14,1.53,
HD 73526,HD 73526 c,2005,0,Ground,Radial Velocity,Anglo-Australian Telescope,2,379.1,97.51,,,,2.25,,,1.14,1.53,
HD 73534,HD 73534 b,2008,0,Ground,Radial Velocity,W. M. Keck Observatory,1,1750,81,,,,1.112,,,1.16,2.58,
HD 74156,HD 74156 b,2003,0,Ground,Radial Velocity,Haute-Provence Observatory,2,51.645,64.6,,,,1.8,,,1.24,,
HD 74156,HD 74156 c,2003,0,Ground,Radial Velocity,Haute-Provence Observatory,2,2473,64.6,,,,8.06,,,1.24,,
HD 7449,HD 7449 b,2011,0,Ground,Radial Velocity,La Silla Observatory,1,1255.5,38.71,,,,0.508,,,1.05,,
HD 75289,HD 75289 b,1999,0,Ground,Radial Velocity,La Silla Observatory,1,3.50927,29.14,,,,0.49,,,1.29,1.23,
HD 75784,HD 75784 b,2014,0,Ground,Radial Velocity,W. M. Keck Observatory,2,341.2,68.7,,,,1,,,1.26,3.4,
HD 75784,HD 75784 c,2018,0,Ground,Radial Velocity,W. M. Keck Observatory,2,7900,68.7,,,,5.64,,,1.26,3.4,
HD 75898,HD 75898 b,2007,0,Ground,Radial Velocity,W. M. Keck Observatory,1,422.9,78.23,3.56,,,2.71,,,1.26,1.58,
HD 76700,HD 76700 b,2002,0,Ground,Radial Velocity,Anglo-Australian Telescope,1,3.97097,60.99,,,,0.21,,,0.99,1.37,
HD 76920,HD 76920 b,2017,0,Ground,Radial Velocity,Multiple Observatories,1,415.4,184.8,7.1,,,3.93,,,1.17,7.47,
HD 77338,HD 77338 b,2012,0,Ground,Radial Velocity,La Silla Observatory,1,5.7361,46,,,,0.06,,,1.37,0.97,
HD 7924,HD 7924 b,2008,0,Ground,Radial Velocity,W. M. Keck Observatory,3,5.39792,16.82,,,,0.02,,,0.65,0.78,
HD 7924,HD 7924 c,2015,0,Ground,Radial Velocity,W. M. Keck Observatory,3,15.299,16.82,,,,0.02473,,,0.65,0.78,
HD 7924,HD 7924 d,2015,0,Ground,Radial Velocity,W. M. Keck Observatory,3,24.451,16.82,,,,0.02026,,,0.65,0.78,
HD 79498,HD 79498 b,2011,0,Ground,Radial Velocity,McDonald Observatory,1,1807,49,2.71,,,1.34,,,1.08,1.05,
HD 80606,HD 80606 b,2001,0,Ground,Radial Velocity,Multiple Observatories,1,111.4367,66.6,,1392.0954,11.994,4.38,1.07,,1.15,1.04,1.45
HD 81040,HD 81040 b,2005,0,Ground,Radial Velocity,Multiple Observatories,1,1001.70001,34.47,,,,7.27,,,1.05,0.91,
HD 81688,HD 81688 b,2007,0,Ground,Radial Velocity,Okayama Astrophysical Observatory,1,184.02,85.92,,,,2.7,,,2.1,13,
HD 82886,HD 82886 b,2011,0,Ground,Radial Velocity,W. M. Keck Observatory,1,705,127.52,,,,2.33,,,2.53,5.26,
HD 82943,HD 82943 b,2003,0,Ground,Radial Velocity,La Silla Observatory,2,441.47,27.61,,534.25,,1.681,,,1.2,,
HD 82943,HD 82943 c,2003,0,Ground,Radial Velocity,La Silla Observatory,2,220.078,27.61,,622.603,,1.959,,,1.2,,
HD 8326,HD 8326 b,2019,0,Ground,Radial Velocity,Las Campanas Observatory,1,158.991,30.71,,,,0.20955,,,0.8,,
HD 83443,HD 83443 b,2002,0,Ground,Radial Velocity,Multiple Observatories,1,2.9857,40.95,,,,0.34,,,0.79,0.94,
HD 8535,HD 8535 b,2010,0,Ground,Radial Velocity,La Silla Observatory,1,1313,52.5,,,,0.68,,,1.13,1.19,
HD 85390,HD 85390 b,2009,0,Ground,Radial Velocity,La Silla Observatory,1,799.52,33.56,,,,0.099,,,0.76,,
HD 85512,HD 85512 b,2011,0,Ground,Radial Velocity,La Silla Observatory,1,58.43,11.28,,,,0.01,,,0.43,0.71,
HD 8574,HD 8574 b,2002,0,Ground,Radial Velocity,Haute-Provence Observatory,1,227,44.2,,,,2.03,,,1.34,1.38,
HD 86081,HD 86081 b,2006,0,Ground,Radial Velocity,W. M. Keck Observatory,1,2.1378431,104.24,3.61,,,1.48,,,1.21,1.46,
HD 86226,HD 86226 b,2009,0,Ground,Radial Velocity,Las Campanas Observatory,1,1695,45.74,1.5,,,0.92,,,1.06,1.02,
HD 86264,HD 86264 b,2009,0,Ground,Radial Velocity,Lick Observatory,1,1475,67.94,2.24,,,7,,,1.42,1.88,
HD 8673,HD 8673 b,2009,0,Ground,Radial Velocity,Thueringer Landessternwarte Tautenburg,1,1634,37.9,,,,14.2,,,1.35,1.39,
HD 86950,HD 86950 b,2016,0,Ground,Radial Velocity,Multiple Observatories,1,1270,169,,,,3.6,,,1.66,8.8,
HD 87646,HD 87646 b,2016,0,Ground,Radial Velocity,Apache Point Observatory,1,13.481,135.17,,,,12.4,,,1.12,1.55,
HD 87883,HD 87883 b,2009,0,Ground,Radial Velocity,Lick Observatory,1,2754,18.3,,,,1.54,,,0.66,0.79,
HD 88133,HD 88133 b,2004,0,Ground,Radial Velocity,W. M. Keck Observatory,1,3.414884,73.77,,,,0.2845,,,1.26,2.2,
HD 89307,HD 89307 b,2009,0,Ground,Radial Velocity,Lick Observatory,1,2166,32.04,,,,2.11,,,1.27,1.1,
HD 89345,HD 89345 b,2018,0,Space,Transit,K2,1,11.8143,132.8,7.53,34.9613,7.398,0.11,0.66,0.471,1.16,1.75,0.305
HD 89744,HD 89744 b,1999,0,Ground,Radial Velocity,Fred Lawrence Whipple Observatory,1,256.78,39,,,,8.35,,,1.86,,
HD 90156,HD 90156 b,2009,0,Ground,Radial Velocity,La Silla Observatory,1,49.77,21.96,4.4,,,0.057,,,0.84,,
HD 9174,HD 9174 b,2016,0,Ground,Radial Velocity,Multiple Observatories,1,1179,78.93,9,,,1.11,,,1.03,1.67,
HD 92788,HD 92788 b,2000,0,Ground,Radial Velocity,Multiple Observatories,2,325.803,34.69,2.55,,,3.76,,,1.15,1.14,
HD 92788,HD 92788 c,2019,0,Ground,Radial Velocity,La Silla Observatory,2,11611.2975,34.69,2.55,,,3.67,,,1.15,1.14,
HD 92987,HD 92987 b,2019,0,Ground,Radial Velocity,La Silla Observatory,1,10354.8375,43.59,7.75,,,16.88,,,1.08,1.58,
HD 93083,HD 93083 b,2005,0,Ground,Radial Velocity,La Silla Observatory,1,143.58,28.54,,,,0.37,,,0.7,,
HD 9446,HD 9446 b,2009,0,Ground,Radial Velocity,Haute-Provence Observatory,2,30.052,50.42,,,,0.7,,,1,1,
HD 9446,HD 9446 c,2009,0,Ground,Radial Velocity,Haute-Provence Observatory,2,192.9,50.42,,,,1.82,,,1,1,
HD 94834,HD 94834 b,2018,0,Ground,Radial Velocity,W. M. Keck Observatory,1,1576,98.43,,,,1.26,,,1.11,4.2,
HD 95086,HD 95086 b,2013,0,Ground,Imaging,Paranal Observatory,1,,86.44,0.017,1589,,5,,,1.6,,
HD 95089,HD 95089 b,2009,0,Ground,Radial Velocity,W. M. Keck Observatory,2,1785,137.46,,,,3.45,,,1.54,5.08,
HD 95089,HD 95089 c,2018,0,Ground,Radial Velocity,W. M. Keck Observatory,2,464.4,137.46,,,,1.26,,,1.54,5.08,
HD 95127,HD 95127 b,2015,0,Ground,Radial Velocity,McDonald Observatory,1,482,332,,,,10.63,,,3.7,41.01,
HD 95872,HD 95872 b,2015,0,Ground,Radial Velocity,Multiple Facilities,1,4375,7.56,,,,3.74,,,0.7,0.84,
HD 96063,HD 96063 b,2011,0,Ground,Radial Velocity,W. M. Keck Observatory,1,362.5,140.62,,,,1.27,,,1.37,4.75,
HD 96127,HD 96127 b,2011,0,Ground,Radial Velocity,McDonald Observatory,1,647.29999,597.42,,,,20.96,,,10.94,51.1,
HD 96167,HD 96167 b,2009,0,Ground,Radial Velocity,W. M. Keck Observatory,1,498.04,85.51,,,,0.717,,,1.27,1.94,
HD 97658,HD 97658 b,2010,0,Ground,Radial Velocity,W. M. Keck Observatory,1,9.4909,21.58,,9.5349,2.354,0.03,0.21,,0.89,0.74,3.06
HD 98219,HD 98219 b,2011,0,Ground,Radial Velocity,W. M. Keck Observatory,1,433.8,114.07,,,,1.964,,,1.41,4.6,
HD 98649,HD 98649 b,2012,0,Ground,Radial Velocity,La Silla Observatory,1,6022.9725,42.22,2.42,,,6.79,,,1.03,1.01,
HD 98736,HD 98736 b,2018,0,Ground,Radial Velocity,W. M. Keck Observatory,1,968.8,32.48,7.39,,,2.33,,,0.92,0.93,
HD 99109,HD 99109 b,2005,0,Ground,Radial Velocity,W. M. Keck Observatory,1,439.29999,54.88,,,,0.44,,,0.76,0.98,
HD 99492,HD 99492 b,2004,0,Ground,Radial Velocity,W. M. Keck Observatory,1,17.0431,55.7,,,,0.07,,,0.48,0.83,
HD 99706,HD 99706 b,2011,0,Ground,Radial Velocity,W. M. Keck Observatory,2,841,147.21,,,,1.23,,,1.46,5.52,
HD 99706,HD 99706 c,2018,0,Ground,Radial Velocity,W. M. Keck Observatory,2,1278,147.21,,,,5.69,,,1.46,5.52,
HIP 105854,HIP 105854 b,2014,0,Ground,Radial Velocity,Multiple Observatories,1,184.2,78.8,,,,8.2,,,2.1,,
HIP 107773,HIP 107773 b,2015,0,Ground,Radial Velocity,Multiple Observatories,1,144.3,103.63,,,,1.98,,,2.42,11.6,
HIP 109384,HIP 109384 b,2016,0,Ground,Radial Velocity,Haute-Provence Observatory,1,499.48,56.2,,,,1.56,,,0.78,,
HIP 109600,HIP 109600 b,2016,0,Ground,Radial Velocity,Haute-Provence Observatory,1,232.08,58.6,,,,2.68,,,0.87,,
HIP 116454,HIP 116454 b,2014,0,Space,Transit,K2,1,9.1205,55.2,,12.7132,2.466,0.04,0.22,,0.81,0.72,3
HIP 12961,HIP 12961 b,2010,0,Ground,Radial Velocity,La Silla Observatory,1,57.435,23.39,,,,0.36,,,0.69,0.65,
HIP 14810,HIP 14810 b,2005,0,Ground,Radial Velocity,W. M. Keck Observatory,3,6.673892,50.55,5.84,,,3.9,,,1.01,1.07,
HIP 14810,HIP 14810 c,2006,0,Ground,Radial Velocity,W. M. Keck Observatory,3,147.747,50.55,5.84,,,1.31,,,1.01,1.07,
HIP 14810,HIP 14810 d,2009,0,Ground,Radial Velocity,W. M. Keck Observatory,3,981.8,50.55,5.84,,,0.59,,,1.01,1.07,
HIP 35173,HIP 35173 b,2019,0,Ground,Radial Velocity,Las Campanas Observatory,1,41.516,33.19,,,,0.03996,,,0.79,,
HIP 41378,HIP 41378 b,2016,0,Space,Transit,K2,5,15.5712,106.61,,,2.9,,0.259,,1.15,1.4,
HIP 41378,HIP 41378 c,2016,0,Space,Transit,K2,5,31.6978,106.61,,,2.56,,0.228,,1.15,1.4,
HIP 41378,HIP 41378 d,2016,0,Space,Transit,K2,5,156,106.61,,,3.96,,0.353,,1.15,1.4,
HIP 41378,HIP 41378 e,2016,0,Space,Transit,K2,5,131,106.61,,,5.51,,0.492,,1.15,1.4,
HIP 41378,HIP 41378 f,2016,0,Space,Transit,K2,5,324,106.61,,,10.2,,0.91,,1.15,1.4,
HIP 5158,HIP 5158 b,2009,0,Ground,Radial Velocity,La Silla Observatory,2,345.72,51.68,,,,0.96,,,0.43,0.75,
HIP 5158,HIP 5158 c,2011,0,Ground,Radial Velocity,La Silla Observatory,2,9017.76,51.68,,,,15.04,,,0.43,0.75,
HIP 54373,HIP 54373 b,2019,0,Ground,Radial Velocity,Las Campanas Observatory,2,7.76,18.73,,,,0.02712,,,0.57,,
HIP 54373,HIP 54373 c,2019,0,Ground,Radial Velocity,Las Campanas Observatory,2,15.144,18.73,,,,0.03914,,,0.57,,
HIP 57274,HIP 57274 b,2011,0,Ground,Radial Velocity,W. M. Keck Observatory,3,8.1352,25.88,,,,0.02,,,0.29,0.78,
HIP 57274,HIP 57274 c,2011,0,Ground,Radial Velocity,W. M. Keck Observatory,3,32.03,25.88,,,,0.40902,,,0.29,0.78,
HIP 57274,HIP 57274 d,2011,0,Ground,Radial Velocity,W. M. Keck Observatory,3,431.7,25.88,,,,0.5267,,,0.29,0.78,
HIP 63242,HIP 63242 b,2013,0,Ground,Radial Velocity,Multiple Observatories,1,124.6,157.16,,,,9.18,,,1.54,,
HIP 65407,HIP 65407 b,2016,0,Ground,Radial Velocity,Haute-Provence Observatory,2,28.125,55.5,,,,0.428,,,0.93,,
HIP 65407,HIP 65407 c,2016,0,Ground,Radial Velocity,Haute-Provence Observatory,2,67.3,55.5,,,,0.784,,,0.93,,
HIP 65426,HIP 65426 b,2017,0,Ground,Imaging,Paranal Observatory,1,,111.4,0.014,2860.47,16.814,9,1.5,,1.96,1.77,
HIP 65891,HIP 65891 b,2015,0,Ground,Radial Velocity,Multiple Observatories,1,1084.5,136.05,,,,6,,,2.5,8.93,
HIP 67537,HIP 67537 b,2017,0,Ground,Radial Velocity,Multiple Observatories,1,2556.5,112.6,,,,11.1,,,2.41,8.69,
HIP 67851,HIP 67851 b,2015,0,Ground,Radial Velocity,Multiple Observatories,2,88.9,65.96,,,,1.38,,,1.63,5.92,
HIP 67851,HIP 67851 c,2015,0,Ground,Radial Velocity,Multiple Observatories,2,2131.8,65.96,,,,5.98,,,1.63,5.92,
HIP 70849,HIP 70849 b,2009,0,Ground,Radial Velocity,La Silla Observatory,1,17337.5,24.07,3,,,9,,,0.63,,
HIP 71135,HIP 71135 b,2019,0,Ground,Radial Velocity,Las Campanas Observatory,1,87.19,32.36,,,,0.05915,,,0.66,,
HIP 74890,HIP 74890 b,2016,0,Ground,Radial Velocity,Multiple Observatories,1,822.3,91.49,,,,2.4,,,1.74,5.77,
HIP 78530,HIP 78530 b,2010,0,Ground,Imaging,Gemini Observatory,1,,156.7,0.005,7300,,23,,,2.5,,
HIP 79431,HIP 79431 b,2009,0,Ground,Radial Velocity,W. M. Keck Observatory,1,111.7,14.54,,,,2.1,,,0.42,0.54,
HIP 8541,HIP 8541 b,2016,0,Ground,Radial Velocity,Multiple Observatories,1,1560.2,168.63,,,,5.5,,,1.17,7.83,
HIP 91258,HIP 91258 b,2013,0,Ground,Radial Velocity,Haute-Provence Observatory,1,5.0505,45.95,,,,1.09,,,0.97,0.89,
HIP 97233,HIP 97233 b,2014,0,Ground,Radial Velocity,Multiple Observatories,1,1058.8,106.5,,,,20,,,1.93,5.34,
HN Peg,HN Peg b,2006,0,Space,Imaging,Spitzer Space Telescope,1,,18.13,3.1,6991.57,11.777,21.9987,1.051,,1.1,1.04,
HR 2562,HR 2562 b,2016,0,Ground,Imaging,Gemini Observatory,1,,33.63,0.6,9534.9,12.442,30,1.11,,1.3,,
HR 810,HR 810 b,1999,0,Ground,Radial Velocity,La Silla Observatory,1,302.79999,17.33,,,,2.27,,,1.34,1.13,
HR 8799,HR 8799 b,2008,0,Ground,Imaging,Gemini Observatory,4,170000,39.4,,2000,13,7,1.2,,1.51,,
HR 8799,HR 8799 c,2008,0,Ground,Imaging,Gemini Observatory,4,69000,39.4,,3000,13,10,1.2,,1.51,,
HR 8799,HR 8799 d,2008,0,Ground,Imaging,W. M. Keck Observatory,4,37000,39.4,,3000,13,10,1.2,,1.51,,
HR 8799,HR 8799 e,2010,0,Ground,Imaging,W. M. Keck Observatory,4,18000,39.4,,,,,,,1.51,,
IC 4651 9122,IC 4651 9122 b,2018,0,Ground,Radial Velocity,La Silla Observatory,1,734,879.38,1.14,,,6.3,,,2.1,,
K2-10,K2-10 b,2015,0,Space,Transit,K2,1,19.3044,274.48,,27,3.84,0.08495,0.343,2.6,0.92,0.98,1.38
K2-100,K2-100 b,2016,0,Space,Transit,K2,1,1.673833,190.04,,,3.59,,0.32,,1.23,1.22,3.217
K2-101,K2-101 b,2016,0,Space,Transit,K2,1,14.677286,189.33,0.79,,2,,0.178,,0.8,0.73,2.92
K2-102,K2-102 b,2016,0,Space,Transit,K2,1,9.915615,189.17,0.79,,1.3,,0.116,,0.77,0.71,3.03
K2-104,K2-104 b,2016,0,Space,Transit,K2,1,1.974238,190.21,,,1.96,,0.175,,0.43,0.49,
K2-105,K2-105 b,2017,0,Space,Transit,K2,1,8.267704,199.28,,,3.37,,0.301,,0.99,0.91,1.541
K2-107,K2-107 b,2017,0,Space,Transit,K2,1,3.313959,696.95,,,15.98,,1.426,,1.3,1.81,0.457
K2-108,K2-108 b,2017,0,Space,Transit,K2,1,4.733999,484.99,,,5.33,,0.476,,1.17,1.76,0.806
K2-11,K2-11 b,2015,0,Space,Transit,K2,1,39.93767,332.46,,,7.55,,0.674,,1.35,5.15,
K2-110,K2-110 b,2017,0,Space,Transit,K2,1,13.86387,116.84,,,2.56,,0.228,,0.75,0.71,3.515
K2-111,K2-111 b,2017,0,Space,Transit,K2,1,5.35117,201.51,10.77,8.6,1.9,0.02706,0.17,6.6,0.88,1.23,0.51
K2-113,K2-113 b,2017,0,Space,Transit,K2,1,5.817685,649.75,,,12.14,,1.083,,1.04,1.24,0.987
K2-114,K2-114 b,2017,0,Space,Transit,K2,1,11.391013,484.8,,,10.67,,0.952,,0.89,0.84,1.655
K2-115,K2-115 b,2017,0,Space,Transit,K2,1,20.272615,418.58,,,12.06,,1.076,,0.95,0.88,2.663
K2-116,K2-116 b,2017,0,Space,Transit,K2,1,4.655411,49.46,,,0.69,,0.062,,0.69,0.67,
K2-117,K2-117 b,2017,0,Space,Transit,K2,2,1.2916,101.95,,,2.03,,0.181,,0.54,0.51,
K2-117,K2-117 c,2017,0,Space,Transit,K2,2,5.444017,101.95,,,2.06,,0.184,,0.54,0.51,
K2-118,K2-118 b,2017,0,Space,Transit,K2,1,50.92092,324.7,,,2.54,,0.227,,0.76,0.73,
K2-119,K2-119 b,2017,0,Space,Transit,K2,1,7.727283,369.66,,,2.53,,0.226,,0.76,0.71,2.251
K2-12,K2-12 b,2015,0,Space,Transit,K2,1,8.28212,329.36,,,2.33,,0.208,,1.01,1.01,
K2-120,K2-120 b,2017,0,Space,Transit,K2,1,9.562742,289.54,,,2.01,,0.179,,0.69,0.67,
K2-121,K2-121 b,2017,0,Space,Transit,K2,1,5.185761,170.37,,,7.5,,0.669,,0.72,0.68,6.532
K2-122,K2-122 b,2017,0,Space,Transit,K2,1,2.219282,72.19,,,1.21,,0.108,,0.62,0.6,6.939
K2-123,K2-123 b,2017,0,Space,Transit,K2,1,30.951524,162.36,,,2.76,,0.246,,0.62,0.59,4.511
K2-124,K2-124 b,2017,0,Space,Transit,K2,1,6.413651,140.4,,,2.9,,0.259,,0.39,0.39,9.58
K2-125,K2-125 b,2017,0,Space,Transit,K2,1,21.750264,124.6,,,2.18,,0.194,,0.49,0.4,
K2-126,K2-126 b,2017,0,Space,Transit,K2,1,7.385655,103.29,,,1.97,,0.176,,0.69,0.65,2.903
K2-127,K2-127 b,2017,0,Space,Transit,K2,1,3.588163,723.97,,,8.37,,0.747,,0.72,0.66,2.211
K2-128,K2-128 b,2017,0,Space,Transit,K2,1,5.675819,115.01,,,1.42,,0.127,,0.71,0.78,
K2-129,K2-129 b,2017,0,Space,Transit,K2,1,8.239493,27.82,,,1.04,,0.093,,0.36,0.36,
